municipio;pib_2020
Porto Alegre do Norte (MT);253030,58
Porto dos Gaúchos (MT);511247,48
Porto Esperidião (MT);223059,9
Porto Estrela (MT);55138,28
Poxoréu (MT);529579,98
Primavera do Leste (MT);3918983,94
Querência (MT);1553174,64
São José dos Quatro Marcos (MT);377384,68
Reserva do Cabaçal (MT);38485,04
Ribeirão Cascalheira (MT);355461,89
Ribeirãozinho (MT);89326,07
Rio Branco (MT);91813,34
Santa Carmem (MT);408274,96
Santo Afonso (MT);82579,79
São José do Povo (MT);45523,42
São José do Rio Claro (MT);797035,93
São José do Xingu (MT);315190,65
São Pedro da Cipa (MT);65410,49
Rondolândia (MT);68434,47
Rondonópolis (MT);11342557,91
Rosário Oeste (MT);307031,21
Santa Cruz do Xingu (MT);125034,44
Salto do Céu (MT);59367,01
Santa Rita do Trivelato (MT);515811,79
Santa Terezinha (MT);150262,9
Santo Antônio do Leste (MT);391011,89
Santo Antônio do Leverger (MT);428447,22
São Félix do Araguaia (MT);716175,68
Sapezal (MT);2590000,28
Serra Nova Dourada (MT);38154,67
Sinop (MT);6595900,51
Sorriso (MT);6233674,52
Tabaporã (MT);477922,44
Tangará da Serra (MT);3423020,39
Tapurah (MT);879338,49
Terra Nova do Norte (MT);284989,05
Tesouro (MT);149486,87
Torixoréu (MT);111061,38
União do Sul (MT);184393,66
Vale de São Domingos (MT);56464,19
Várzea Grande (MT);8596627,66
Vera (MT);511156,51
Vila Rica (MT);527854,45
Nova Guarita (MT);95572,28
Nova Marilândia (MT);242686,78
Nova Maringá (MT);507405,05
Nova Monte Verde (MT);201591,51
Abadia de Goiás (GO);202315,97
Abadiânia (GO);346767,53
Acreúna (GO);664899,2
Adelândia (GO);37217,44
Água Fria de Goiás (GO);264450,31
Água Limpa (GO);45464,77
Águas Lindas de Goiás (GO);2029236,87
Alexânia (GO);948217,25
Aloândia (GO);44740,18
Alto Horizonte (GO);944753,51
Alto Paraíso de Goiás (GO);218383,24
Alvorada do Norte (GO);138901,14
Amaralina (GO);69520,91
Americano do Brasil (GO);75955,78
Amorinópolis (GO);67308,81
Anápolis (GO);14738302,15
Anhanguera (GO);18608,64
Anicuns (GO);415293,92
Aparecida de Goiânia (GO);14370793,92
Aparecida do Rio Doce (GO);84493,12
Aporé (GO);310203,03
Araçu (GO);57809,99
Aragarças (GO);236228,92
Aragoiânia (GO);131284,91
Araguapaz (GO);127230,44
Arenópolis (GO);130610,49
Aruanã (GO);198140,57
Aurilândia (GO);58807,07
Avelinópolis (GO);50248,24
Baliza (GO);77875,61
Barro Alto (GO);1110046,4
Bela Vista de Goiás (GO);1065138,88
Bom Jardim de Goiás (GO);185751,28
Bom Jesus de Goiás (GO);754708,14
Bonfinópolis (GO);102413,47
Bonópolis (GO);97978,95
Brazabrantes (GO);112264,18
Britânia (GO);125785,3
Buriti Alegre (GO);311012,65
Buriti de Goiás (GO);45040,89
Buritinópolis (GO);77298,69
Cabeceiras (GO);257499,94
Cachoeira Alta (GO);236753,11
Cachoeira de Goiás (GO);28846,71
Cachoeira Dourada (GO);820204,67
Caçu (GO);842233,81
Caiapônia (GO);495144,48
Caldas Novas (GO);2729775,81
Caldazinha (GO);54184,28
Campestre de Goiás (GO);58058,68
Campinaçu (GO);66869,78
Campinorte (GO);258320,21
Campo Alegre de Goiás (GO);431676,42
Campo Limpo de Goiás (GO);118066,27
Campos Belos (GO);290715,24
Campos Verdes (GO);48598,04
Carmo do Rio Verde (GO);281621,13
Castelândia (GO);103557,69
Catalão (GO);7000189,11
Caturaí (GO);72843,88
Cavalcante (GO);287545,6
Ceres (GO);637166,27
Cezarina (GO);304126,92
Chapadão do Céu (GO);1419574,47
Cidade Ocidental (GO);795913,72
Cocalzinho de Goiás (GO);341751,02
Colinas do Sul (GO);49023,46
Córrego do Ouro (GO);54839,41
Corumbá de Goiás (GO);202964,15
Corumbaíba (GO);561691,62
Cristalina (GO);2514306,07
Cristianópolis (GO);81567,51
Crixás (GO);598500,29
Cromínia (GO);73232,09
Cumari (GO);66098,65
Damianópolis (GO);38364,27
Damolândia (GO);42226,85
Davinópolis (GO);427120,41
Diorama (GO);58627,1
Doverlândia (GO);232296,43
Edealina (GO);279852,57
Edéia (GO);676510,22
Estrela do Norte (GO);53972,1
Faina (GO);115861,78
Fazenda Nova (GO);109220,97
Firminópolis (GO);197921,47
Flores de Goiás (GO);171002,05
Formosa (GO);2445282,09
Formoso (GO);66498,06
Gameleira de Goiás (GO);169305,8
Divinópolis de Goiás (GO);66475,39
Goianápolis (GO);218264,21
Goiandira (GO);139933,89
Goianésia (GO);1543293,04
Goiânia (GO);52914393,61
Goianira (GO);861216,5
Goiás (GO);530139,96
Goiatuba (GO);1542697,83
Gouvelândia (GO);189770,74
Guapó (GO);255794,46
Guaraíta (GO);36851,81
Guarani de Goiás (GO);64013,64
Guarinos (GO);57439,87
Heitoraí (GO);58787,03
Hidrolândia (GO);1095536,25
Hidrolina (GO);63415
Iaciara (GO);177470,13
Inaciolândia (GO);197250,02
Indiara (GO);399147,23
Inhumas (GO);1130633,6
Ipameri (GO);1409791,73
Ipiranga de Goiás (GO);56032,22
Iporá (GO);695817,49
Israelândia (GO);50893,59
Itaberaí (GO);1277053,01
Itaguari (GO);79210,48
Itaguaru (GO);82203,44
Itajá (GO);104740,71
Itapaci (GO);382388,23
Itapirapuã (GO);153607,66
Itapuranga (GO);481114,12
Itarumã (GO);238994,96
Itauçu (GO);153019,71
Itumbiara (GO);4123844,87
Ivolândia (GO);95265,1
Jandaia (GO);277293,88
Jaraguá (GO);784641,44
Jataí (GO);5334833,84
Jaupaci (GO);54440,41
Jesúpolis (GO);32396,51
Joviânia (GO);208944,95
Jussara (GO);521299,69
Lagoa Santa (GO);41846,21
Leopoldo de Bulhões (GO);267522,63
Luziânia (GO);4109688,24
Mairipotaba (GO);58591,24
Mambaí (GO);88902,28
Mara Rosa (GO);219640,64
Marzagão (GO);45351,16
Matrinchã (GO);106229,15
Maurilândia (GO);212648,26
Mimoso de Goiás (GO);108267,88
Minaçu (GO);908768,68
Mineiros (GO);2741184,82
Moiporá (GO);36446,07
Monte Alegre de Goiás (GO);89485,33
Montes Claros de Goiás (GO);324224,86
Montividiu (GO);845641,1
Montividiu do Norte (GO);68323,42
Morrinhos (GO);1400754,75
Morro Agudo de Goiás (GO);43910,54
Mossâmedes (GO);92701,52
Mozarlândia (GO);691019
Mundo Novo (GO);104470,47
Mutunópolis (GO);64707,99
Nazário (GO);200723,82
Nerópolis (GO);807985,91
Niquelândia (GO);1178988,62
Nova América (GO);39161,09
Nova Aurora (GO);49349,34
Nova Crixás (GO);380043,79
Nova Glória (GO);124455,32
Nova Iguaçu de Goiás (GO);43474,79
Nova Roma (GO);48244,58
Nova Veneza (GO);147772,17
Novo Brasil (GO);64411,23
Novo Gama (GO);1010374,02
Novo Planalto (GO);105184,27
Orizona (GO);552184,53
Ouro Verde de Goiás (GO);135463,87
Ouvidor (GO);749672,09
Padre Bernardo (GO);620582,31
Palestina de Goiás (GO);100573,33
Palmeiras de Goiás (GO);1105279,69
Palmelo (GO);39753,68
Palminópolis (GO);141509,18
Panamá (GO);81899,5
Paranaiguara (GO);197845,27
Paraúna (GO);993155,34
Perolândia (GO);379300,26
Petrolina de Goiás (GO);156657,27
Pilar de Goiás (GO);152369,56
Piracanjuba (GO);816534,57
Piranhas (GO);407406,88
Pirenópolis (GO);517886,81
Pires do Rio (GO);964501,02
Planaltina (GO);1206490,17
Pontalina (GO);490000,77
Porangatu (GO);970540,9
Porteirão (GO);179094,29
Portelândia (GO);215203,93
Posse (GO);602024,8
Professor Jamil (GO);57195,14
Quirinópolis (GO);1770358,29
Rialma (GO);253913,03
Rianápolis (GO);78137,61
Rio Quente (GO);361098,46
Rio Verde (GO);9982045,56
Rubiataba (GO);472670,71
Sanclerlândia (GO);162269,07
Santa Bárbara de Goiás (GO);105273,32
Santa Cruz de Goiás (GO);137606,95
Santa Fé de Goiás (GO);164256,69
Santa Helena de Goiás (GO);1138963,56
Santa Isabel (GO);83582,25
Santa Rita do Araguaia (GO);155730,67
Santa Rita do Novo Destino (GO);83844,42
Santa Rosa de Goiás (GO);46016,39
Santa Tereza de Goiás (GO);63763,97
Santa Terezinha de Goiás (GO);145990,44
Santo Antônio da Barra (GO);237434,75
Santo Antônio de Goiás (GO);135972,15
Santo Antônio do Descoberto (GO);758581,91
São Domingos (GO);174053,69
São Francisco de Goiás (GO);103120,74
São João d'Aliança (GO);396390,36
São João da Paraúna (GO);49780,21
São Luís de Montes Belos (GO);964321,37
São Luiz do Norte (GO);135880,89
São Miguel do Araguaia (GO);500933,63
São Miguel do Passa Quatro (GO);157383,15
São Patrício (GO);39591,7
São Simão (GO);1165304,84
Senador Canedo (GO);3754398,55
Serranópolis (GO);431435,56
Silvânia (GO);754658,78
Simolândia (GO);109533,44
Sítio d'Abadia (GO);54533,17
Taquaral de Goiás (GO);71138,25
Teresina de Goiás (GO);34895,51
Terezópolis de Goiás (GO);187446,13
Três Ranchos (GO);54078,08
Trindade (GO);2211794,4
Trombas (GO);51874,6
Turvânia (GO);96582,46
Turvelândia (GO);342460,64
Uirapuru (GO);47960,17
Uruaçu (GO);939230,41
Uruana (GO);274893,68
Urutaí (GO);95894,71
Valparaíso de Goiás (GO);2717703,53
Varjão (GO);68052,31
Vianópolis (GO);483663,32
Vicentinópolis (GO);342355,63
Vila Boa (GO);113668,47
Vila Propício (GO);206971,23
Brasília (DF);273613711,5
